timestamp,x,y,z
0,-7.47,1.95,-7.42
10,-7.17,1.5,-7.12
20,-7.01,0.9,-6.65
30,-6.86,0.99,-5.94
40,-6.86,1.49,-5.45
50,-6.84,1.96,-4.92
60,-6.93,2.34,-4.77
70,-7.03,2.29,-4.79
80,-7.14,2.07,-5.02
90,-7.28,1.8,-5.36
100,-7.5,1.84,-5.58
110,-7.72,2.04,-5.74
120,-7.88,2.26,-6.33
130,-8.02,2.61,-6.61
140,-8.09,3.2,-6.26
150,-8.05,3.63,-5.58
160,-7.96,4.01,-4.93
170,-7.76,3.84,-4.31
180,-7.71,3.61,-3.95
190,-7.63,3.17,-3.66
200,-7.73,2.7,-3.34
210,-7.83,2.29,-3.05
220,-7.86,1.76,-2.62
230,-7.85,1.7,-2.38
240,-7.98,2.23,-2.42
250,-8.26,3.36,-3.06
260,-8.38,4.92,-3.83
270,-7.91,5.99,-4.59
280,-7.34,6.63,-5.99
290,-6.75,6.95,-8.0
300,-6.22,7.22,-9.87
310,-6.17,6.15,-11.17
320,-5.55,6.83,-11.37
330,-5.05,7.6,-11.54
340,-3.98,9.24,-10.93
350,-3.46,9.67,-11.68
360,-3.42,10.15,-12.73
370,-3.7,10.3,-13.31
380,-3.91,11.3,-13.36
390,-4.0,11.77,-12.39
400,-3.82,11.92,-10.73
410,-3.39,11.71,-8.83
420,-3.21,11.28,-7.03
430,-3.32,11.1,-5.68
440,-3.38,11.31,-4.19
450,-3.7,11.24,-3.34
460,-4.2,10.1,-1.51
470,-4.49,8.73,0.81
480,-4.91,8.06,1.18
490,-5.21,7.47,3.55
500,-6.11,7.27,4.28
510,-6.07,7.99,5.72
520,-4.76,8.55,8.52
530,-2.92,6.52,12.84
540,-2.64,5.95,19.9
550,-5.95,8.15,28.05
560,-0.3,2.32,38.57
570,0.93,-0.75,35.59
580,0.53,-4.79,27.52
590,-2.0,-14.23,21.55
600,-5.33,-18.26,16.97
610,-11.36,-14.56,12.21
620,-8.96,-10.23,9.0
630,-10.68,-8.65,8.19
640,-7.57,-7.84,10.0
650,-6.58,-7.79,10.37
660,-5.89,-6.42,10.88
670,-5.33,-4.88,10.43
680,-4.58,-3.34,9.89
690,-3.35,9.07,11.45
700,-1.68,7.44,8.14
710,-3.66,10.68,7.51
720,-4.27,22.65,-10.35
730,-5.9,16.17,8.25
740,-4.72,17.34,0.19
750,-4.27,11.98,1.68
760,-4.01,8.9,1.53
770,-3.44,9.77,0.75
780,-3.01,9.79,-0.97
790,-2.89,11.09,-3.37
800,-3.6,12.95,-5.54
810,-4.25,13.41,-7.13
820,-5.42,14.65,-7.6
830,-5.47,12.81,-7.16
840,-5.2,11.7,-6.75
850,-4.68,10.63,-7.2
860,-4.19,10.8,-8.92
870,-4.23,11.73,-11.1
880,-4.67,13.19,-12.28
890,-4.74,13.88,-12.66
900,-4.74,13.48,-13.1
910,-4.98,13.71,-12.8
920,-5.48,14.48,-12.24
930,-5.28,14.81,-11.65
940,-4.78,14.32,-10.91
950,-4.36,13.31,-10.23
960,-3.72,12.22,-9.39
970,-3.38,11.24,-9.22
980,-2.53,9.99,-9.69
990,-1.71,9.25,-9.22
1000,-2.57,11.2,-7.77
