timestamp,x,y,z
0,-9.55,4.28,4.77
10,-11.54,1.45,1.53
20,-10.6,1.33,1.49
30,-9.33,1.39,2.42
40,-9.22,0.56,2.57
50,-9.27,-0.12,2.4
60,-9.08,0.23,2.46
70,-8.96,0.76,2.22
80,-8.73,0.78,1.97
90,-8.47,0.88,1.72
100,-8.35,1.07,1.32
110,-8.3,1.53,1.03
120,-8.31,1.95,0.55
130,-8.35,2.68,0.61
140,-8.28,3.11,0.37
150,-8.14,3.2,0.03
160,-8.12,3.08,0.02
170,-8.23,2.87,0.23
180,-8.19,2.57,0.46
190,-8.14,2.18,0.7
200,-7.37,1.73,0.72
210,-7.62,1.81,0.59
220,-7.29,1.85,0.31
230,-6.81,2.19,0.43
240,-6.13,3.47,0.87
250,-5.01,5.27,1.15
260,-4.86,5.33,0.37
270,-3.09,7.12,0.14
280,-3.2,13.0,0.18
290,-0.19,15.86,8.42
300,-1.82,22.8,5.96
310,-3.63,28.93,0.3
320,-2.79,29.01,1.25
330,-2.48,29.53,1.79
340,-2.27,29.54,2.43
350,-1.84,29.05,3.04
360,-1.49,28.12,3.89
370,-0.61,26.12,5.38
380,0.71,22.36,7.27
390,1.82,19.42,9.24
400,3.41,16.14,9.73
410,3.48,7.86,6.97
420,3.66,7.3,17.27
430,4.38,1.39,18.25
440,6.99,-14.75,13.03
450,8.37,-20.2,18.97
460,6.78,-23.11,17.52
470,3.37,-25.34,11.45
480,1.62,-25.25,13.91
490,3.64,-30.13,16.16
500,7.61,-39.86,20.04
510,8.09,-40.6,20.54
520,4.89,-36.12,17.12
530,1.78,-31.37,13.34
540,1.02,-27.38,9.17
550,-0.12,-25.07,5.99
560,-1.06,-24.9,5.36
570,-0.71,-22.31,2.97
580,-1.02,-20.49,2.37
590,-1.04,-18.75,2.7
600,-1.04,-15.55,3.2
610,-1.99,-13.86,2.72
620,-1.97,-11.3,3.13
630,-1.98,-12.06,5.63
640,-1.01,-6.13,4.77
650,-3.61,-3.24,4.27
660,-2.81,1.02,7.23
670,-4.86,3.0,8.05
680,0.96,5.56,12.55
690,-2.0,11.92,11.07
700,1.03,9.82,11.98
710,1.66,15.73,11.19
720,1.22,30.05,5.74
730,4.36,36.91,11.6
740,1.82,33.2,6.85
750,0.97,38.49,6.79
760,0.39,41.08,8.54
770,-1.53,42.64,9.38
780,-2.41,39.7,9.54
790,-2.01,34.23,8.26
800,-3.15,25.76,3.35
810,-1.96,23.51,3.25
820,-2.02,22.12,3.11
830,-2.75,18.19,3.45
840,-1.93,16.84,5.15
850,-1.6,14.22,5.13
860,-0.67,13.15,7.07
870,-0.28,11.68,12.31
880,1.58,14.53,10.45
890,-0.26,-12.33,-10.7
900,-1.93,6.25,18.11
910,-2.4,-2.14,22.03
920,2.56,-4.12,12.88
930,1.32,0.87,20.87
940,-1.1,-8.56,19.11
950,-2.6,-11.41,11.33
960,-3.37,-7.39,13.74
970,-3.26,-8.64,11.8
980,-3.29,-10.15,11.36
990,-3.4,-11.99,10.21
1000,-3.37,-13.4,9.97
