timestamp,x,y,z
0,5.49,25.19,10.05
10,6.38,22.9,12.6
20,6.32,20.94,16.38
30,6.22,18.17,20.19
40,5.84,14.02,22.28
50,5.45,8.89,22.7
60,6.48,3.86,21.17
70,8.71,0.11,17.77
80,9.26,-4.27,16.86
90,9.25,-7.76,19.55
100,7.61,-10.77,22.52
110,6.55,-13.94,23.78
120,5.57,-17.64,21.55
130,5.77,-21.08,17.15
140,4.63,-23.38,11.73
150,3.73,-23.73,7.26
160,4.28,-22.65,2.85
170,1.96,-23.11,-2.56
180,0.54,-24.99,-5.76
190,-0.85,-26.14,-8.6
200,-2.04,-26.31,-10.77
210,-1.51,-24.76,-12.67
220,-2.37,-24.01,-14.43
230,-3.1,-23.83,-14.24
240,-3.86,-22.04,-12.97
250,-3.63,-19.64,-10.46
260,-3.48,-17.55,-9.31
270,-2.99,-15.64,-8.88
280,-3.13,-14.46,-8.2
290,-3.04,-13.55,-7.27
300,-2.84,-12.96,-6.34
310,-2.58,-13.14,-5.48
320,-2.13,-13.92,-5.02
330,-1.62,-14.55,-4.92
340,-0.98,-15.02,-5.12
350,-0.32,-15.6,-5.43
360,0.45,-15.8,-5.13
370,2.11,-15.5,-3.45
380,2.0,-12.84,-4.29
390,3.13,-12.89,-3.58
400,3.25,-14.61,-3.62
410,4.07,-16.02,-2.43
420,5.03,-16.95,-0.41
430,6.36,-17.72,4.12
440,7.65,-17.58,6.49
450,10.22,-14.37,8.0
460,11.49,-10.01,8.09
470,13.23,-5.44,8.73
480,14.58,-2.77,11.02
490,15.01,-2.33,14.24
500,14.97,-3.24,17.46
510,15.14,-3.14,19.77
520,14.9,2.74,22.44
530,14.2,9.57,26.24
540,12.8,14.24,29.92
550,11.66,19.06,33.84
560,7.34,16.09,32.48
570,6.49,14.06,31.54
580,5.65,14.47,27.88
590,5.43,13.9,21.28
600,5.82,19.06,18.8
610,5.4,22.51,19.93
620,3.44,21.91,21.06
630,2.7,24.28,22.37
640,2.21,23.85,20.47
650,1.81,20.99,18.44
660,1.6,18.52,16.88
670,1.58,18.15,14.54
680,1.97,19.85,12.84
690,2.23,21.19,11.37
700,2.68,22.07,10.46
710,3.06,22.66,9.19
720,3.64,23.03,8.23
730,4.82,22.21,8.5
740,6.42,21.41,9.68
750,8.15,20.62,12.13
760,9.91,20.23,15.61
770,12.11,18.37,18.18
780,14.14,15.45,17.76
790,16.2,12.32,14.57
800,18.49,9.82,11.68
810,20.22,4.61,10.25
820,20.74,-4.93,10.27
830,19.54,-15.11,12.81
840,16.91,-23.15,16.68
850,14.33,-28.22,18.94
860,11.71,-29.13,16.07
870,10.18,-25.04,11.29
880,8.89,-22.41,8.21
890,7.4,-22.64,7.42
900,5.22,-24.16,8.83
910,1.53,-25.16,8.45
920,0.6,-23.77,6.79
930,-0.65,-21.98,4.07
940,-1.68,-19.56,1.91
950,-2.17,-16.51,0.03
960,-2.78,-14.8,-1.4
970,-3.26,-13.26,-1.91
980,-3.79,-11.81,-1.81
990,-4.31,-10.48,-1.51
1000,-4.72,-9.4,-0.8
