timestamp,x,y,z
0,-8.26,2.12,3.79
10,-8.14,2.47,3.61
20,-8.09,3.2,3.53
30,-8.11,3.9,3.35
40,-8.06,4.42,3.31
50,-8.04,4.7,3.43
60,-7.99,4.65,3.48
70,-7.95,4.46,3.52
80,-7.8,4.1,3.48
90,-7.67,3.66,3.47
100,-7.44,3.23,3.59
110,-7.18,2.5,3.49
120,-6.88,2.31,3.05
130,-6.5,2.77,2.25
140,-6.12,3.89,1.06
150,-6.02,5.5,0.17
160,-6.14,7.2,-0.05
170,-6.16,8.82,0.01
180,-6.25,9.83,0.26
190,-6.49,9.53,0.6
200,-6.61,8.34,1.0
210,-6.59,6.68,1.4
220,-6.52,5.46,1.32
230,-6.36,4.89,0.17
240,-6.24,4.67,-0.33
250,-5.97,4.95,-0.3
260,-5.67,5.04,-0.15
270,-5.17,5.52,-0.84
280,-4.39,6.8,-2.53
290,-3.52,9.22,-5.07
300,-2.61,13.0,-7.87
310,-1.83,18.18,-10.19
320,-1.19,22.72,-10.5
330,-0.57,24.55,-8.35
340,0.19,25.0,-5.0
350,0.71,26.26,-2.49
360,1.17,28.45,-1.38
370,1.77,30.35,-0.29
380,2.43,30.02,1.93
390,3.03,26.4,4.39
400,3.59,20.4,6.6
410,4.31,14.66,8.06
420,4.72,9.65,8.58
430,4.98,5.05,8.91
440,4.86,0.63,9.35
450,4.25,-3.35,9.8
460,3.14,-7.26,11.65
470,2.02,-12.79,15.04
480,0.5,-15.5,17.39
490,-1.52,-18.91,18.67
500,-2.66,-22.55,18.13
510,-3.59,-24.1,15.92
520,-4.36,-23.52,13.77
530,-5.09,-21.45,12.61
540,-5.21,-19.15,13.44
550,-5.09,-18.46,14.46
560,-5.14,-18.57,15.03
570,-5.05,-18.25,14.98
580,-4.7,-17.49,14.05
590,-4.27,-16.74,12.36
600,-3.51,-15.94,10.51
610,-2.64,-15.31,9.37
620,-1.57,-14.98,8.96
630,-0.35,-14.25,8.83
640,0.78,-12.89,8.98
650,2.33,-11.27,9.93
660,3.67,-9.8,11.58
670,4.34,-7.42,12.9
680,5.41,-4.39,14.82
690,6.7,-1.19,15.81
700,8.18,2.16,11.42
710,9.28,11.4,8.34
720,9.56,14.42,7.5
730,10.05,17.38,7.1
740,9.57,24.11,7.12
750,7.5,29.79,6.96
760,6.03,33.44,7.99
770,4.4,36.08,8.7
780,3.22,34.94,9.82
790,3.18,31.2,8.36
800,3.99,27.71,5.19
810,3.78,26.07,1.8
820,3.32,25.49,0.09
830,3.35,25.31,-0.49
840,3.45,24.55,-0.54
850,3.45,23.28,-0.63
860,4.23,20.59,-1.51
870,4.95,18.21,-2.61
880,4.87,15.67,-2.03
890,4.9,13.36,0.18
900,6.68,11.09,4.84
910,5.56,9.03,8.03
920,6.95,9.83,11.15
930,7.74,8.38,13.74
940,7.98,5.49,17.23
950,7.6,2.46,20.34
960,6.82,0.03,22.95
970,5.66,-1.97,24.51
980,4.1,-1.95,24.12
990,2.3,-1.28,22.93
1000,0.77,-0.99,21.83
