timestamp,x,y,z
0,-7.63,0.99,6.63
10,-7.94,-0.08,5.94
20,-8.08,-0.27,5.67
30,-8.19,-0.38,6.06
40,-8.19,-0.22,6.97
50,-7.91,0.32,7.43
60,-8.51,0.33,8.43
70,-8.42,0.78,8.69
80,-8.35,0.8,7.86
90,-8.73,0.11,6.99
100,-8.93,-0.9,6.67
110,-9.04,-1.13,7.54
120,-8.94,0.06,7.6
130,-8.82,0.67,7.89
140,-8.97,0.85,8.1
150,-9.07,0.45,8.37
160,-9.28,-0.61,8.15
170,-9.5,-1.82,7.54
180,-9.33,-2.43,6.77
190,-9.59,-3.19,6.38
200,-9.75,-3.56,6.29
210,-10.06,-3.21,6.45
220,-10.22,-2.04,6.42
230,-10.48,-1.82,6.64
240,-10.69,-2.06,6.4
250,-10.87,-3.2,6.35
260,-11.21,-4.39,6.6
270,-11.52,-5.43,7.06
280,-11.77,-5.97,7.62
290,-12.17,-5.8,7.55
300,-12.42,-5.45,8.06
310,-12.6,-5.83,8.96
320,-12.76,-7.24,9.5
330,-12.47,-8.76,9.6
340,-11.89,-9.46,9.32
350,-11.31,-9.8,8.76
360,-10.61,-9.5,7.88
370,-10.21,-8.3,6.9
380,-9.82,-7.45,6.21
390,-9.13,-7.85,6.27
400,-8.36,-8.66,6.38
410,-7.1,-9.51,6.5
420,-5.68,-8.9,6.14
430,-4.63,-8.21,5.76
440,-3.51,-7.25,5.35
450,-2.37,-6.48,4.92
460,-1.12,-6.05,4.22
470,0.39,-5.8,3.08
480,2.24,-5.07,1.93
490,3.87,-4.02,0.74
500,5.12,-2.26,0.15
510,6.21,-0.05,0.08
520,7.67,3.53,-0.6
530,8.87,9.35,-0.9
540,9.66,16.41,-1.94
550,10.99,25.52,-4.15
560,11.34,35.0,-5.72
570,10.94,39.21,-4.77
580,10.17,35.61,-0.11
590,9.52,28.85,-0.73
600,9.49,29.3,-2.66
610,10.31,32.38,-4.74
620,11.13,36.36,-6.03
630,12.31,38.44,-5.49
640,12.34,40.47,-3.38
650,12.63,42.01,1.07
660,13.33,41.44,6.93
670,14.97,36.06,11.27
680,16.92,28.14,12.99
690,18.31,19.7,13.4
700,18.19,13.59,14.03
710,17.76,8.33,16.69
720,17.13,1.37,21.08
730,16.35,-6.3,26.6
740,15.5,-10.79,30.32
750,15.29,-12.22,29.86
760,15.47,-15.36,25.1
770,15.15,-25.11,22.21
780,5.89,-38.38,22.49
790,5.91,-38.61,14.81
800,5.93,-38.68,6.37
810,2.67,-42.81,2.58
820,-0.46,-44.21,-0.9
830,-0.48,-40.2,-2.66
840,-0.53,-36.96,-3.22
850,-0.71,-34.46,-3.97
860,-0.73,-33.76,-4.44
870,-1.19,-32.58,-4.34
880,0.34,-29.09,-2.8
890,1.38,-25.54,-1.25
900,2.55,-21.16,-0.0
910,3.4,-18.16,0.9
920,4.27,-17.76,2.25
930,5.92,-17.14,3.11
940,7.55,-15.72,3.57
950,9.23,-13.51,5.05
960,10.4,-11.62,6.5
970,11.89,-9.77,8.55
980,12.79,-8.01,10.31
990,13.81,-4.73,10.97
1000,14.56,0.28,11.88
