timestamp,x,y,z
0,-8.05,-10.24,0.72
10,-8.25,-10.14,0.44
20,-8.43,-11.17,-0.34
30,-6.97,-15.24,0.88
40,-5.44,-17.76,2.32
50,-4.93,-14.96,2.4
60,-5.56,-9.01,1.86
70,-5.78,-5.66,2.31
80,-4.75,-5.71,3.24
90,-3.83,-4.0,3.67
100,-2.49,1.45,1.88
110,0.24,9.24,7.86
120,-6.26,67.33,-20.87
130,-5.83,30.54,-0.53
140,-3.0,28.94,0.41
150,-3.41,29.49,-1.56
160,-3.94,30.84,-2.91
170,-3.6,30.6,-3.1
180,-3.37,28.32,-2.93
190,-3.01,25.09,-2.8
200,-2.21,21.7,-2.67
210,-1.54,18.47,-2.58
220,-1.15,16.22,-1.87
230,-1.75,11.67,-3.56
240,-1.72,10.16,-1.93
250,-2.02,8.07,-1.42
260,-2.55,7.78,0.47
270,-3.26,5.66,-1.28
280,-3.79,7.18,3.19
290,-3.58,5.31,5.12
300,-3.26,3.5,7.98
310,-2.96,0.53,10.64
320,-2.98,-1.91,12.13
330,-2.87,-3.94,13.2
340,-2.79,-5.85,13.86
350,-2.66,-6.93,14.49
360,-2.15,-7.01,15.42
370,-0.17,-11.79,18.54
380,-1.08,-25.5,19.55
390,-1.26,-29.87,22.01
400,-4.52,-25.36,18.1
410,-5.43,-20.18,20.14
420,-4.21,-25.04,18.25
430,-4.44,-21.22,14.88
440,-3.97,-21.82,12.17
450,-3.69,-21.83,8.43
460,-3.02,-21.62,8.44
470,-2.06,-23.15,7.11
480,-1.46,-22.25,6.13
490,-0.99,-20.09,6.46
500,-0.84,-17.53,7.13
510,0.24,-16.65,7.73
520,0.9,-12.55,8.55
530,0.97,-8.61,9.04
540,-0.22,-4.79,5.41
550,0.83,-3.52,9.29
560,-0.38,-0.79,6.57
570,0.22,3.67,9.99
580,2.23,9.18,10.97
590,0.44,26.35,3.41
600,-2.55,18.88,17.43
610,-4.19,26.29,7.64
620,-4.16,24.38,7.21
630,-3.42,26.32,6.86
640,-3.7,28.7,7.1
650,-4.16,32.62,7.52
660,-4.69,34.38,7.66
670,-5.5,34.39,8.0
680,-6.19,31.37,7.55
690,-5.97,28.2,7.78
700,-5.41,24.71,7.4
710,-4.77,21.37,7.21
720,-5.97,12.72,6.07
730,-3.71,15.53,8.35
740,-1.74,15.44,12.61
750,-3.17,12.34,9.23
760,-2.52,6.96,11.06
770,-1.32,3.6,4.62
780,-2.76,6.02,11.37
790,-0.53,3.04,12.31
800,-1.48,1.31,14.22
810,-1.81,-1.26,17.54
820,-0.67,-7.65,20.04
830,-2.27,-17.35,18.37
840,-2.27,-16.3,14.19
850,-3.03,-4.47,13.39
860,-3.02,-9.82,17.3
870,-3.4,-11.35,15.61
880,-3.75,-11.23,8.21
890,-4.52,-11.04,6.87
900,-5.1,-11.4,8.12
910,-5.4,-10.68,7.81
920,-5.88,-10.11,6.83
930,-5.96,-9.69,6.41
940,-6.35,-9.51,5.68
950,-6.22,-9.16,5.33
960,-6.34,-8.87,5.1
970,-6.3,-8.5,4.8
980,-6.41,-8.6,4.24
990,-6.39,-8.37,3.82
1000,-6.4,-8.11,3.53
