timestamp,x,y,z
0,-8.87,-1.98,5.8
10,-8.83,-2.1,5.77
20,-8.89,-2.39,5.7
30,-9.12,-2.45,5.59
40,-9.41,-2.68,5.68
50,-9.68,-2.7,5.77
60,-9.9,-2.66,6.02
70,-10.06,-2.75,6.3
80,-10.2,-2.98,6.65
90,-10.25,-3.31,6.73
100,-10.33,-3.62,6.66
110,-10.37,-4.01,6.55
120,-10.42,-4.41,6.35
130,-10.39,-4.83,6.3
140,-10.27,-5.18,6.35
150,-10.22,-5.56,6.66
160,-10.26,-5.96,7.1
170,-10.18,-6.29,7.5
180,-10.0,-6.52,7.74
190,-9.72,-6.94,7.92
200,-9.14,-7.34,7.92
210,-8.37,-7.66,7.74
220,-7.5,-8.05,7.51
230,-6.72,-8.44,7.19
240,-5.96,-8.96,7.17
250,-5.23,-9.27,7.0
260,-4.58,-9.64,6.82
270,-3.84,-9.89,6.61
280,-3.05,-10.35,6.14
290,-2.4,-10.32,6.65
300,-2.09,-10.1,5.29
310,-0.33,-10.13,5.04
320,0.4,-9.5,4.51
330,1.22,-8.82,4.31
340,2.0,-7.86,3.99
350,2.68,-6.41,3.68
360,3.37,-4.59,3.69
370,3.36,-2.82,4.06
380,3.16,-0.81,3.28
390,3.51,0.49,3.97
400,3.35,2.96,3.51
410,2.88,5.46,3.57
420,2.13,8.71,3.02
430,0.64,11.55,1.96
440,-1.03,12.83,2.25
450,-2.17,13.81,3.14
460,-3.99,15.41,3.31
470,-6.31,18.23,3.96
480,-8.27,20.53,4.22
490,-9.4,20.35,4.83
500,-10.37,19.93,4.47
510,-10.28,18.64,4.05
520,-9.97,17.34,3.41
530,-9.68,15.4,3.45
540,-9.6,13.56,3.46
550,-9.79,11.29,5.5
560,-11.46,10.48,9.01
570,-13.47,9.92,12.75
580,-15.45,12.42,15.25
590,-16.26,12.33,18.62
600,-15.71,11.64,21.12
610,-13.48,10.83,22.99
620,-9.88,9.31,23.97
630,-7.24,8.1,24.31
640,-4.03,5.89,25.41
650,-2.47,2.95,27.58
660,-1.83,0.67,29.39
670,-3.71,-0.6,29.8
680,-5.02,-2.46,30.14
690,-6.24,-4.03,30.22
700,-6.0,-6.2,30.17
710,-4.63,-8.84,29.16
720,-3.66,-10.93,25.06
730,-2.62,-10.79,22.07
740,-1.52,-13.09,19.06
750,-1.21,-19.35,11.38
760,-1.28,-13.28,14.6
770,-1.28,-11.01,13.17
780,-2.01,-10.52,11.24
790,-2.09,-9.41,10.41
800,-1.67,-9.52,9.95
810,-1.57,-8.89,8.59
820,-1.06,-7.98,7.45
830,-1.07,-6.62,6.85
840,-0.96,-7.76,3.9
850,-0.75,-6.39,3.23
860,-0.47,-7.07,2.62
870,-0.92,-5.39,0.72
880,-1.22,-4.86,-0.44
890,-1.16,-4.91,-0.25
900,-1.54,-4.48,-0.93
910,-1.85,-4.21,-1.13
920,-2.52,-3.37,-2.44
930,-3.14,-3.38,-2.26
940,-3.32,-3.72,-1.64
950,-3.62,-3.64,-1.79
960,-3.94,-3.36,-1.72
970,-4.13,-3.07,-1.28
980,-4.59,-2.5,-1.3
990,-4.94,-1.83,-1.09
1000,-5.43,-1.24,-0.78
