timestamp,x,y,z
0,3.98,-0.42,-8.22
10,5.22,1.11,-9.14
20,5.2,3.05,-10.65
30,4.76,6.02,-9.91
40,4.59,9.59,-7.53
50,4.31,13.07,-6.42
60,2.83,15.78,-6.75
70,2.15,17.2,-7.49
80,2.46,16.25,-8.15
90,2.67,14.67,-7.13
100,5.22,11.62,-4.18
110,4.51,12.61,-3.27
120,4.47,14.91,-1.52
130,4.91,15.94,-1.37
140,5.69,15.13,-2.65
150,7.25,13.69,-2.01
160,9.44,11.88,-0.36
170,10.81,11.09,0.92
180,11.45,12.22,3.96
190,11.62,14.18,6.92
200,11.19,14.92,7.46
210,10.72,16.64,7.95
220,10.42,18.0,9.37
230,10.39,18.35,9.67
240,10.49,17.65,7.54
250,10.86,15.67,6.0
260,10.9,14.75,5.12
270,10.81,15.49,4.54
280,10.98,17.63,6.13
290,10.38,21.63,8.33
300,10.41,26.52,10.48
310,10.55,29.56,10.75
320,11.38,30.87,10.16
330,13.52,29.97,8.98
340,16.09,25.33,8.94
350,19.68,21.32,9.65
360,23.07,17.38,12.34
370,25.99,12.15,15.58
380,26.89,6.2,18.21
390,25.56,-1.05,17.84
400,21.68,-7.44,14.5
410,15.84,-11.47,11.14
420,9.5,-12.83,8.23
430,5.03,-12.28,7.69
440,2.32,-10.71,8.82
450,0.52,-8.99,8.34
460,-0.24,-7.72,7.3
470,-1.02,-6.8,4.68
480,-1.49,-6.3,3.18
490,-1.46,-5.1,3.72
500,-0.84,-4.24,3.4
510,-0.89,-2.96,1.23
520,-0.95,-1.79,-1.51
530,-1.02,-0.6,-3.85
540,-0.92,0.11,-5.13
550,-0.6,1.42,-4.91
560,0.11,3.55,-4.48
570,-0.64,7.8,-4.43
580,-1.4,11.77,-5.12
590,-2.46,15.08,-5.51
600,-3.8,17.79,-4.74
610,-4.47,19.12,-3.65
620,-4.34,18.84,-2.33
630,-3.65,17.83,-1.56
640,-3.36,18.52,0.18
650,-3.74,20.15,2.39
660,-4.21,21.52,4.02
670,-4.32,20.87,3.92
680,-3.97,17.61,2.66
690,-3.36,13.45,1.65
700,-2.7,9.78,1.75
710,-2.06,7.46,3.71
720,-1.63,6.32,6.01
730,-1.69,5.73,8.24
740,-2.14,5.48,9.65
750,-2.66,5.71,10.03
760,-3.15,6.07,9.54
770,-3.44,6.17,9.03
780,-4.06,6.09,8.14
790,-4.72,5.81,7.33
800,-4.79,5.31,6.58
810,-4.91,5.18,6.42
820,-5.08,5.31,6.16
830,-4.93,5.02,6.0
840,-4.79,4.76,5.64
850,-4.84,4.77,5.29
860,-4.8,4.82,5.15
870,-4.99,4.95,4.72
880,-4.93,5.3,4.33
890,-4.99,5.79,4.41
900,-5.09,6.15,4.47
910,-4.99,6.39,4.56
920,-4.86,6.64,4.78
930,-4.79,6.81,5.07
940,-4.69,6.78,5.28
950,-4.55,6.6,5.36
960,-4.47,6.76,5.45
970,-4.5,6.63,5.41
980,-4.47,6.52,5.29
990,-4.56,6.67,5.4
1000,-4.63,6.82,5.58
