timestamp,x,y,z
0,9.18,-7.35,14.72
10,8.42,-5.25,14.19
20,7.38,-2.89,13.82
30,6.49,0.73,11.98
40,5.99,3.11,9.59
50,5.6,3.77,8.19
60,5.2,3.22,8.43
70,5.85,2.73,8.71
80,5.56,1.77,9.51
90,5.76,1.86,10.91
100,6.06,0.89,12.66
110,6.31,-0.08,14.76
120,6.34,0.04,14.9
130,6.7,0.1,14.01
140,7.11,-1.87,13.05
150,6.95,-9.08,13.67
160,6.56,-10.1,13.25
170,5.99,-11.28,12.17
180,5.17,-12.84,11.66
190,4.34,-13.25,11.07
200,3.83,-12.87,10.5
210,3.43,-12.8,8.37
220,2.65,-13.5,4.96
230,2.0,-16.14,3.14
240,2.58,-19.26,3.72
250,1.33,-19.52,4.47
260,1.26,-17.3,5.54
270,1.42,-15.36,6.19
280,1.72,-14.73,6.42
290,1.95,-14.8,5.94
300,1.86,-14.74,5.49
310,1.88,-13.58,5.0
320,1.92,-12.17,3.92
330,1.48,-11.5,2.24
340,1.39,-11.84,1.07
350,2.12,-12.88,-0.17
360,2.65,-13.75,-1.68
370,3.42,-13.73,-1.51
380,4.23,-12.87,-0.72
390,5.04,-11.43,-0.25
400,6.03,-10.17,0.05
410,7.08,-8.49,0.44
420,8.03,-4.8,0.81
430,8.99,-1.07,1.33
440,9.0,2.74,2.74
450,8.8,5.68,2.93
460,8.32,7.84,3.73
470,8.15,8.31,5.14
480,7.45,7.74,5.87
490,8.53,9.2,5.57
500,8.57,8.86,4.52
510,7.75,9.46,7.03
520,6.75,15.13,11.35
530,4.54,15.51,11.11
540,3.46,13.44,10.38
550,2.61,12.39,8.89
560,2.53,12.67,7.03
570,1.99,11.65,5.99
580,1.79,10.57,6.17
590,2.19,10.42,6.94
600,2.59,9.44,7.7
610,2.69,9.47,7.87
620,3.29,9.96,8.3
630,3.6,8.98,8.76
640,4.73,6.71,8.52
650,5.11,4.61,8.84
660,5.64,4.59,9.45
670,6.34,5.86,10.15
680,7.0,7.25,10.74
690,7.81,7.93,11.1
700,8.53,8.2,10.47
710,8.96,8.68,10.2
720,8.83,8.99,10.6
730,9.29,11.69,10.48
740,9.54,12.73,10.39
750,9.88,12.81,11.66
760,10.55,13.17,12.56
770,11.18,12.75,12.74
780,11.84,11.12,12.76
790,13.64,12.35,11.47
800,17.15,14.54,11.11
810,22.94,11.84,13.11
820,28.32,9.3,15.08
830,32.82,8.53,18.81
840,35.54,3.56,25.65
850,35.55,-3.6,30.8
860,34.14,-8.47,34.79
870,30.43,-12.25,35.86
880,28.03,-12.05,34.08
890,28.78,-9.65,29.97
900,28.9,-8.76,22.19
910,26.0,-14.73,15.68
920,21.81,-17.78,11.09
930,16.73,-17.33,12.11
940,13.08,-17.23,16.74
950,11.5,-15.95,20.55
960,11.74,-13.95,20.13
970,12.77,-13.31,14.89
980,12.82,-13.08,5.85
990,12.13,-15.52,3.58
1000,9.11,-16.2,2.38
