timestamp,x,y,z
0,2.01,-3.93,-0.74
10,3.06,-3.74,1.02
20,4.52,-3.15,3.96
30,5.53,-1.19,8.49
40,7.88,2.11,12.13
50,10.88,5.83,17.9
60,10.22,8.27,19.33
70,8.82,9.55,15.82
80,7.66,9.31,11.81
90,7.57,7.2,10.38
100,5.6,5.78,8.01
110,6.8,1.33,5.99
120,8.56,-3.77,6.41
130,10.03,-6.7,8.57
140,11.78,-6.71,10.82
150,14.83,-3.29,14.85
160,16.5,3.81,22.05
170,15.82,12.72,25.56
180,13.33,18.71,22.38
190,11.01,20.34,17.93
200,9.95,17.01,15.07
210,9.73,10.0,11.82
220,9.11,3.57,7.98
230,8.82,2.76,8.37
240,8.51,3.48,7.32
250,8.86,5.58,6.59
260,9.49,6.78,6.89
270,10.37,9.34,8.36
280,11.17,12.42,10.73
290,11.62,14.71,12.78
300,12.76,16.45,14.29
310,14.07,19.63,13.94
320,14.42,18.68,13.13
330,14.8,16.91,12.97
340,15.18,16.8,13.3
350,15.4,18.29,14.27
360,16.22,19.87,15.47
370,16.89,20.08,16.29
380,18.34,19.51,15.85
390,19.16,16.29,14.63
400,19.8,13.98,15.27
410,20.02,12.25,15.81
420,19.5,9.43,14.96
430,18.43,6.56,14.35
440,16.58,3.58,13.34
450,14.69,0.45,12.02
460,12.61,-3.02,10.82
470,11.09,-4.18,10.91
480,9.4,-4.63,10.85
490,8.66,-4.13,10.87
500,7.75,-2.26,10.17
510,7.2,-2.07,8.01
520,5.23,-3.92,4.57
530,3.9,-5.53,2.37
540,2.61,-7.03,1.62
550,1.66,-7.62,1.49
560,0.84,-6.79,1.48
570,0.22,-5.11,1.19
580,-0.15,-3.72,0.22
590,-0.78,-3.12,-1.25
600,-1.5,-3.26,-2.95
610,-2.36,-3.44,-4.17
620,-3.37,-3.83,-4.91
630,-4.09,-4.24,-4.67
640,-4.83,-4.24,-4.07
650,-5.54,-4.3,-3.73
660,-6.29,-4.35,-3.89
670,-6.91,-4.36,-3.79
680,-7.23,-3.74,-3.58
690,-7.53,-3.11,-3.23
700,-7.79,-2.45,-3.07
710,-8.01,-1.87,-3.07
720,-8.3,-1.17,-2.68
730,-8.55,-1.04,-2.12
740,-8.81,-0.95,-1.53
750,-9.06,-0.58,-0.93
760,-9.25,-0.53,-0.23
770,-9.2,-0.1,0.33
780,-9.3,0.45,0.84
790,-9.42,0.65,1.45
800,-9.3,1.17,1.94
810,-9.34,1.53,2.36
820,-9.29,1.78,2.66
830,-9.15,2.07,3.1
840,-8.94,2.71,3.71
850,-8.83,3.19,4.28
860,-8.66,3.18,4.84
870,-8.53,3.13,5.17
880,-8.34,3.3,5.67
890,-8.11,3.79,6.38
900,-7.93,4.15,6.83
910,-7.71,4.26,6.99
920,-7.62,4.24,7.17
930,-7.59,4.29,7.19
940,-7.66,3.93,6.76
950,-7.79,3.34,6.19
960,-7.87,2.69,5.86
970,-7.88,2.39,5.91
980,-7.88,2.55,5.91
990,-7.76,2.59,5.75
1000,-7.64,2.7,5.8
