timestamp,x,y,z
0,-9.43,1.14,-1.56
10,-9.37,1.1,-1.57
20,-9.38,1.08,-1.61
30,-9.36,1.12,-1.6
40,-9.39,1.1,-1.65
50,-9.36,1.11,-1.67
60,-9.41,1.17,-1.64
70,-9.42,1.21,-1.67
80,-9.4,1.22,-1.66
90,-9.37,1.24,-1.67
100,-9.36,1.25,-1.63
110,-9.35,1.19,-1.61
120,-9.38,1.23,-1.67
130,-9.42,1.23,-1.68
140,-9.38,1.23,-1.71
150,-9.38,1.23,-1.75
160,-9.38,1.24,-1.76
170,-9.36,1.24,-1.69
180,-9.37,1.25,-1.68
190,-9.34,1.25,-1.63
200,-9.39,1.25,-1.59
210,-9.44,1.27,-1.6
220,-9.38,1.24,-1.56
230,-9.39,1.23,-1.52
240,-9.38,1.2,-1.47
250,-9.45,1.18,-1.48
260,-9.46,1.17,-1.51
270,-9.54,1.19,-1.54
280,-9.57,1.23,-1.55
290,-9.56,1.21,-1.53
300,-9.58,1.29,-1.49
310,-9.61,1.39,-1.51
320,-9.61,1.4,-1.47
330,-9.65,1.47,-1.61
340,-9.66,1.44,-1.61
350,-9.74,1.49,-1.65
360,-9.88,1.51,-1.65
370,-9.89,1.44,-1.65
380,-9.84,1.41,-1.66
390,-9.67,1.35,-1.63
400,-9.48,1.36,-1.75
410,-9.32,1.48,-1.85
420,-9.14,1.54,-2.3
430,-8.9,2.16,-3.67
440,-8.47,2.51,-5.61
450,-7.39,2.95,-6.88
460,-6.42,2.69,-7.18
470,-5.03,2.28,-6.45
480,-4.09,1.55,-5.91
490,-3.75,1.63,-6.14
500,-3.68,2.34,-6.23
510,-3.51,2.86,-6.15
520,-3.27,3.07,-5.88
530,-3.03,2.95,-5.34
540,-2.6,2.47,-4.67
550,-2.36,2.13,-4.0
560,-2.4,2.09,-3.05
570,-2.42,2.01,-2.59
580,-1.87,1.82,-2.45
590,-1.13,1.72,-2.18
600,-0.57,1.32,-0.87
610,-0.36,1.23,0.42
620,-0.13,1.3,1.62
630,-0.68,1.88,3.27
640,-2.03,2.67,4.72
650,-3.6,3.47,5.17
660,-4.56,3.92,4.87
670,-4.91,4.49,4.35
680,-4.12,4.67,5.1
690,-2.15,4.11,8.07
700,-0.91,4.84,9.31
710,-0.55,2.9,10.6
720,-0.34,5.75,11.25
730,-0.45,5.96,12.73
740,-2.71,6.91,12.56
750,-5.77,7.21,12.65
760,-8.14,8.38,13.01
770,-8.52,9.46,13.11
780,-7.31,9.65,13.67
790,-5.13,9.76,14.76
800,-3.45,9.98,14.74
810,-3.9,9.72,14.24
820,-5.68,10.3,13.75
830,-7.71,11.07,13.71
840,-9.46,12.72,14.0
850,-10.52,13.79,14.68
860,-10.91,14.52,15.07
870,-10.6,14.85,15.06
880,-9.79,14.72,14.87
890,-8.86,14.44,14.63
900,-8.13,13.94,14.37
910,-7.68,13.42,13.74
920,-7.42,12.91,13.02
930,-7.26,12.7,12.57
940,-7.21,12.49,12.48
950,-7.07,12.23,12.49
960,-6.88,11.88,12.61
970,-6.55,11.39,12.57
980,-6.13,10.89,12.42
990,-5.74,10.2,12.25
1000,-5.42,9.78,11.52
