timestamp,x,y,z
0,20.93,10.01,8.46
10,20.93,10.01,8.46
20,20.79,10.32,10.54
30,21.52,10.79,12.6
40,22.5,9.45,14.29
50,23.26,8.54,15.46
60,23.31,4.58,14.05
70,20.26,-1.33,10.33
80,16.24,-4.85,6.75
90,12.16,-5.78,4.81
100,9.17,-5.55,4.68
110,6.71,-5.81,4.93
120,5.17,-7.47,4.88
130,3.35,-8.6,4.16
140,1.88,-7.26,4.01
150,0.78,-6.6,4.02
160,-0.05,-6.66,3.21
170,-1.1,-6.63,1.84
180,-2.1,-6.25,0.34
190,-2.73,-6.04,-0.67
200,-3.4,-5.88,-1.5
210,-4.1,-5.39,-1.97
220,-4.89,-4.62,-1.99
230,-5.43,-4.23,-1.49
240,-5.96,-4.16,-1.09
250,-6.48,-3.9,-0.92
260,-6.78,-3.33,-0.64
270,-7.02,-2.86,-0.19
280,-7.45,-2.48,-0.11
290,-7.64,-2.18,-0.05
300,-7.75,-1.76,0.16
310,-8.06,-1.5,0.2
320,-8.09,-1.41,0.47
330,-8.31,-1.3,0.84
340,-8.46,-0.76,1.13
350,-8.5,0.14,1.51
360,-8.59,1.12,1.98
370,-8.37,2.21,2.42
380,-8.33,2.9,2.89
390,-8.31,3.09,3.52
400,-8.42,2.76,3.89
410,-8.71,2.24,3.66
420,-8.83,1.92,3.44
430,-8.91,1.6,3.52
440,-8.97,1.46,3.71
450,-8.89,1.99,4.02
460,-8.83,2.43,4.12
470,-8.69,2.77,4.37
480,-8.5,3.35,5.46
490,-8.44,3.16,5.09
500,-8.45,3.03,4.85
510,-8.51,2.75,4.67
520,-8.55,2.53,4.49
530,-8.53,2.31,4.35
540,-8.47,2.23,4.44
550,-8.42,2.27,4.57
560,-8.36,2.35,4.5
570,-8.28,2.32,4.45
580,-8.21,2.26,4.38
590,-8.15,2.22,4.42
600,-8.11,2.14,4.53
610,-8.02,2.16,4.81
620,-7.97,2.01,4.95
630,-7.93,1.97,4.92
640,-7.97,1.86,4.82
650,-8.03,1.77,4.67
660,-8.1,1.82,4.36
670,-8.14,1.78,4.1
680,-8.2,1.88,3.94
690,-8.25,1.97,3.82
700,-8.23,2.13,3.94
710,-8.19,2.46,4.3
720,-8.11,2.64,4.71
730,-8.09,2.66,4.94
740,-8.11,2.62,4.94
750,-8.15,2.5,4.77
760,-8.19,2.42,4.58
770,-8.29,2.27,4.41
780,-8.29,2.13,4.37
790,-8.34,2.16,4.38
800,-8.35,2.33,4.46
810,-8.3,2.46,4.81
820,-8.16,2.63,5.06
830,-8.1,2.9,5.18
840,-8.05,3.14,5.38
850,-8.05,3.29,5.43
860,-8.08,3.04,5.24
870,-8.15,2.79,5.08
880,-8.17,2.74,5.0
890,-8.17,2.63,5.04
900,-8.2,2.48,5.04
910,-8.18,2.42,5.04
920,-8.2,2.43,4.96
930,-8.15,2.45,4.94
940,-8.14,2.51,4.92
950,-8.12,2.5,4.81
960,-8.15,2.55,4.62
970,-8.19,2.59,4.42
980,-8.2,2.46,4.43
990,-8.21,2.31,4.47
1000,-8.22,2.34,4.45
