timestamp,x,y,z
0,-7.33,4.18,4.98
10,-7.35,4.31,5.0
20,-7.35,4.24,4.86
30,-7.3,4.05,4.73
40,-7.31,4.09,4.76
50,-7.34,4.22,4.81
60,-7.35,4.34,4.85
70,-7.33,4.39,4.81
80,-7.34,4.43,4.7
90,-7.4,4.32,4.59
100,-7.4,4.28,4.57
110,-7.96,4.37,4.49
120,-7.45,4.68,4.61
130,-7.46,4.86,4.83
140,-7.55,4.82,4.93
150,-7.6,4.88,4.82
160,-7.65,4.95,4.6
170,-7.72,4.91,4.38
180,-7.8,4.9,4.3
190,-7.82,4.67,4.34
200,-7.87,4.58,4.58
210,-7.92,4.82,4.89
220,-7.93,5.12,5.28
230,-7.87,4.98,5.39
240,-7.88,5.03,5.29
250,-7.82,5.19,5.41
260,-7.79,4.85,5.78
270,-7.58,4.68,5.36
280,-8.48,4.11,3.55
290,-8.61,1.84,3.48
300,-8.78,0.29,1.99
310,-8.79,-0.81,0.78
320,-8.46,-1.61,0.43
330,-8.11,-1.56,0.0
340,-7.79,-0.22,-0.71
350,-7.83,0.99,-1.95
360,-7.89,0.59,-2.32
370,-7.68,-1.43,-3.87
380,-7.31,-4.33,-8.1
390,-5.72,-6.25,-10.99
400,-4.52,-7.65,-11.91
410,-2.53,-8.63,-10.73
420,-1.49,-6.89,-10.56
430,0.92,-5.57,-9.27
440,2.55,-3.33,-8.53
450,4.43,-1.53,-7.53
460,7.38,-2.39,-7.7
470,10.81,-4.18,-6.23
480,13.58,-5.15,-3.56
490,16.63,-4.92,-0.51
500,19.82,-6.3,1.21
510,20.98,-3.53,3.4
520,21.68,1.51,7.06
530,21.89,2.62,12.12
540,20.21,5.95,15.76
550,17.95,8.62,17.9
560,16.73,7.76,18.79
570,14.48,9.95,16.76
580,12.71,10.44,13.73
590,13.5,9.78,10.78
600,14.57,7.74,7.05
610,15.47,5.62,6.65
620,16.14,5.33,8.23
630,16.71,6.4,10.89
640,17.21,6.21,11.41
650,19.48,8.6,12.39
660,22.26,10.41,11.6
670,26.04,11.15,10.99
680,28.15,13.36,11.78
690,28.86,15.01,12.91
700,28.55,17.0,14.36
710,27.38,17.94,15.93
720,26.38,17.78,16.69
730,27.06,18.76,17.15
740,29.26,22.18,16.14
750,31.34,25.3,15.63
760,32.52,26.04,14.31
770,34.35,23.96,11.42
780,35.16,19.05,7.5
790,35.27,10.89,5.42
800,35.13,5.87,7.5
810,34.58,4.34,11.77
820,34.4,3.46,13.56
830,33.83,1.23,14.27
840,32.17,-2.95,13.98
850,28.23,-2.55,11.14
860,26.42,-8.2,9.34
870,23.51,-12.99,6.8
880,20.28,-16.33,3.8
890,16.23,-16.88,0.96
900,11.48,-14.18,-1.91
910,8.3,-12.14,-4.82
920,5.26,-11.0,-7.53
930,2.38,-10.49,-9.47
940,0.31,-10.64,-9.37
950,-1.0,-11.49,-7.32
960,-1.88,-12.14,-4.78
970,-2.72,-11.66,-3.15
980,-3.46,-10.84,-2.82
990,-3.99,-9.89,-2.76
1000,-4.54,-8.86,-3.13
