timestamp,x,y,z
0,-9.83,-1.12,-1.27
10,-9.76,-1.09,-1.27
20,-9.66,-1.23,-1.0
30,-9.73,-1.29,-1.33
40,-9.73,-1.25,-1.29
50,-9.63,-1.4,-1.17
60,-9.62,-1.3,-1.1
70,-9.56,-1.28,-0.95
80,-9.55,-1.2,-0.99
90,-9.46,-1.35,-0.97
100,-9.53,-1.26,-0.95
110,-9.73,-0.19,-0.91
120,-9.33,-1.59,-0.3
130,-9.5,-1.61,-0.83
140,-9.23,-1.88,-0.57
150,-9.18,-1.85,-0.48
160,-9.13,-1.8,-0.46
170,-9.03,-1.71,-0.49
180,-8.88,-1.67,-0.53
190,-8.77,-1.68,-0.78
200,-8.58,-1.68,-0.97
210,-8.36,-1.58,-1.31
220,-8.17,-1.35,-1.94
230,-7.85,-1.28,-2.73
240,-7.58,-1.0,-3.36
250,-7.22,-1.05,-4.53
260,-6.64,-1.14,-5.51
270,-5.89,-1.02,-6.45
280,-4.96,-0.81,-7.08
290,-4.13,-0.46,-8.11
300,-3.72,0.51,-7.95
310,-3.06,1.19,-8.57
320,-2.57,1.21,-9.23
330,-1.94,1.82,-9.76
340,-1.12,2.01,-9.78
350,-0.12,2.11,-9.47
360,0.69,2.01,-8.76
370,1.4,1.86,-8.13
380,2.02,1.56,-7.41
390,2.6,1.46,-6.64
400,2.99,1.59,-5.67
410,3.12,1.84,-4.77
420,2.81,2.5,-3.86
430,2.64,2.6,-2.69
440,2.97,2.51,-1.08
450,3.53,2.58,1.47
460,3.73,2.68,4.36
470,3.21,2.93,7.46
480,1.74,3.32,9.1
490,0.53,2.89,10.32
500,0.03,2.32,11.24
510,-0.18,1.93,12.62
520,-0.65,2.26,13.28
530,-0.51,2.6,14.8
540,0.22,3.02,17.04
550,0.15,4.23,21.61
560,-0.83,4.91,26.54
570,-4.54,9.34,28.98
580,-7.08,10.57,31.92
590,-11.31,10.45,28.57
600,-12.49,8.27,28.43
610,-13.71,7.88,26.47
620,-13.27,7.24,27.47
630,-13.14,7.84,26.41
640,-13.36,8.48,26.13
650,-14.36,8.94,26.53
660,-15.71,8.96,27.53
670,-17.25,9.16,27.99
680,-17.65,9.44,27.13
690,-16.81,9.77,25.57
700,-14.91,9.89,24.98
710,-13.32,10.23,24.84
720,-12.35,10.59,24.96
730,-11.91,10.97,25.13
740,-11.74,11.54,24.88
750,-11.01,11.82,24.01
760,-9.64,11.68,22.46
770,-8.38,11.49,21.17
780,-4.28,10.5,19.83
790,-1.94,9.12,17.49
800,0.75,7.18,15.49
810,2.81,5.45,12.95
820,4.29,3.67,10.83
830,5.03,2.49,8.66
840,5.63,1.22,6.7
850,6.03,0.34,4.99
860,6.33,-0.3,3.26
870,6.73,-1.3,1.43
880,7.31,-1.93,0.58
890,7.62,-2.73,-0.77
900,7.46,-3.45,-2.3
910,6.96,-3.78,-3.51
920,6.21,-3.81,-4.46
930,5.26,-3.83,-5.28
940,4.25,-3.71,-5.94
950,3.26,-3.78,-6.63
960,2.45,-4.01,-6.87
970,1.62,-4.03,-6.84
980,0.79,-4.05,-6.7
990,-0.09,-3.87,-6.33
1000,-0.98,-4.07,-6.08
