timestamp,x,y,z
0,-8.79,-1.03,3.57
10,-8.43,-1.12,6.51
20,-8.99,0.56,4.09
30,-9.72,0.83,-1.09
40,-9.1,-0.82,2.37
50,-9.17,-0.35,2.5
60,-9.18,1.13,1.9
70,-9.67,1.23,0.64
80,-9.99,0.06,-0.99
90,-9.83,0.36,-2.27
100,-10.68,-1.0,-2.48
110,-10.01,-1.52,0.51
120,-9.78,-0.2,0.69
130,-9.82,-0.05,0.88
140,-9.79,-0.27,0.58
150,-9.73,-0.08,0.44
160,-9.6,0.0,0.42
170,-9.56,-0.4,0.33
180,-9.3,-0.98,0.47
190,-9.12,-1.3,0.34
200,-9.02,-1.51,0.16
210,-8.26,-1.42,-0.45
220,-8.73,-2.24,-0.24
230,-8.37,-2.13,-0.72
240,-8.04,-2.15,-1.04
250,-7.9,-2.62,-1.83
260,-7.64,-3.46,-3.2
270,-7.53,-4.45,-4.75
280,-6.99,-5.58,-5.64
290,-6.16,-6.24,-5.53
300,-5.44,-5.83,-4.5
310,-4.91,-4.97,-3.14
320,-4.39,-5.01,-2.29
330,-4.03,-5.81,-3.47
340,-3.29,-6.56,-5.64
350,-2.57,-6.1,-6.41
360,-1.67,-5.17,-5.85
370,-0.26,-4.76,-5.49
380,1.22,-4.25,-4.75
390,2.11,-4.51,-4.02
400,2.9,-4.07,-3.28
410,3.77,-2.96,-3.05
420,5.28,-1.51,-2.64
430,7.22,-1.44,-2.05
440,9.25,-2.95,-0.7
450,11.8,-4.42,0.31
460,13.82,-4.26,1.8
470,15.36,-2.84,3.89
480,16.92,0.58,6.66
490,17.08,4.5,9.77
500,16.09,8.34,11.73
510,14.73,11.31,13.61
520,13.41,13.23,13.71
530,13.57,14.14,12.41
540,16.23,13.9,9.98
550,19.11,12.89,8.89
560,20.68,11.93,9.41
570,20.02,11.47,11.12
580,19.37,13.21,12.24
590,17.98,15.75,13.29
600,16.61,17.49,14.9
610,16.06,17.99,16.84
620,16.41,18.24,14.41
630,19.52,20.62,10.39
640,19.65,23.29,8.18
650,18.66,25.35,5.99
660,17.58,26.81,4.57
670,16.53,26.93,4.35
680,15.92,25.66,5.36
690,15.57,23.96,6.12
700,15.73,22.92,5.78
710,16.47,21.55,4.76
720,17.63,19.77,4.57
730,17.97,18.19,4.27
740,17.77,16.75,3.4
750,17.75,17.75,4.55
760,17.88,18.73,7.13
770,18.45,18.16,8.11
780,19.08,17.15,8.12
790,19.31,16.06,8.8
800,19.51,13.64,9.51
810,20.06,10.41,9.99
820,19.59,7.1,10.09
830,17.67,4.3,9.89
840,14.96,3.8,9.81
850,12.75,4.25,9.77
860,11.63,5.13,9.54
870,11.13,5.63,9.07
880,9.95,5.24,8.24
890,9.16,3.88,6.66
900,7.91,2.24,4.55
910,6.52,0.93,3.32
920,5.84,-0.42,2.78
930,5.24,-1.47,2.48
940,4.21,-2.23,1.83
950,3.03,-2.92,1.04
960,2.21,-3.96,0.63
970,1.73,-5.3,0.59
980,1.0,-6.74,0.25
990,-0.02,-7.52,-0.51
1000,-1.13,-7.79,-1.21
