timestamp,x,y,z
0,-9.87,2.21,-0.84
10,-9.94,2.33,-0.96
20,-9.9,2.36,-1.01
30,-9.82,2.34,-0.98
40,-9.81,2.42,-1.09
50,-9.78,2.45,-1.17
60,-9.71,2.46,-1.24
70,-9.69,2.5,-1.26
80,-9.75,2.52,-1.28
90,-9.76,2.55,-1.21
100,-9.8,2.63,-1.18
110,-9.82,2.61,-1.21
120,-9.73,2.58,-1.23
130,-9.61,2.43,-1.23
140,-9.54,2.42,-1.2
150,-8.75,2.13,-1.24
160,-9.13,2.21,-1.35
170,-9.09,2.24,-1.28
180,-9.24,2.26,-1.4
190,-9.36,2.24,-1.45
200,-9.49,2.35,-1.53
210,-9.37,2.09,-1.68
220,-9.21,2.15,-1.68
230,-8.93,1.93,-1.65
240,-8.78,1.64,-1.69
250,-8.71,1.65,-1.68
260,-8.89,1.85,-1.77
270,-8.98,2.04,-1.92
280,-9.13,2.27,-2.1
290,-9.19,2.3,-2.18
300,-9.13,2.34,-2.5
310,-8.92,2.45,-2.88
320,-8.56,2.45,-3.11
330,-8.15,2.41,-3.46
340,-7.62,2.34,-3.71
350,-7.13,2.27,-3.96
360,-6.52,2.06,-4.28
370,-6.0,2.18,-4.64
380,-5.29,2.39,-4.63
390,-4.63,2.72,-4.5
400,-3.68,2.83,-4.33
410,-2.91,2.86,-4.4
420,-2.33,3.09,-4.03
430,-2.23,3.44,-3.46
440,-2.6,4.07,-4.64
450,-2.54,4.29,-3.14
460,-2.65,4.42,-2.71
470,-2.43,4.28,-2.33
480,-1.97,3.64,-1.88
490,-1.32,3.12,-1.41
500,-0.66,2.46,-1.21
510,-0.13,1.81,-0.97
520,0.04,1.12,-0.86
530,0.55,0.53,-0.17
540,0.39,0.81,0.94
550,-0.5,1.68,1.75
560,-2.08,2.5,2.96
570,-3.4,3.13,3.82
580,-3.93,3.49,4.13
590,-3.64,3.58,4.41
600,-3.05,3.61,4.72
610,-2.14,3.52,5.49
620,-2.02,4.44,8.18
630,-4.86,6.96,10.73
640,-7.39,9.13,12.86
650,-9.67,10.49,14.15
660,-10.02,10.24,15.52
670,-9.79,9.76,14.49
680,-9.42,8.47,14.07
690,-8.4,7.73,13.93
700,-7.46,6.55,13.81
710,-6.57,5.92,14.83
720,-7.15,6.15,17.84
730,-8.64,7.43,20.44
740,-9.9,8.22,22.16
750,-11.18,9.17,22.33
760,-11.52,9.54,20.89
770,-11.0,9.1,19.81
780,-10.4,8.95,18.34
790,-9.93,9.02,16.87
800,-9.85,9.76,15.37
810,-9.95,10.2,14.46
820,-10.18,10.56,13.78
830,-10.2,11.39,13.11
840,-10.03,12.01,13.48
850,-10.01,12.85,13.52
860,-10.02,13.62,13.43
870,-10.12,14.03,13.66
880,-10.32,14.19,12.85
890,-9.85,13.62,12.68
900,-8.88,12.68,12.53
910,-7.6,11.55,12.7
920,-6.36,10.25,13.11
930,-5.67,9.16,12.93
940,-5.32,8.46,12.15
950,-5.19,7.46,11.09
960,-4.92,6.51,10.28
970,-4.12,5.31,9.66
980,-3.15,3.99,9.28
990,-2.51,3.2,8.87
1000,-2.09,2.46,7.95
